ID,Age,Education,Marital Status,Parental Status,Children,Kidhome,Teenhome,Income,Spent,Customer Loyalty,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,Clusters
35,28,0,1,1,1,1,0,25545.0,210,659,35,32,1,64,16,12,85,2,2,3,3,0,6,1
2258,29,0,1,1,1,1,0,32880.0,42,572,76,8,4,15,7,6,2,1,0,3,1,0,8,1
4322,57,1,1,0,0,0,0,77863.0,1291,214,20,881,38,319,16,25,12,4,5,10,1,0,2,0
713,38,1,1,0,0,0,0,50353.0,442,21,72,141,15,153,67,31,35,4,4,6,1,0,3,0
4702,51,0,0,0,0,0,0,61839.0,1895,686,20,1000,155,379,224,17,120,4,8,4,1,0,8,0
3281,55,1,1,1,2,1,1,49154.0,411,238,69,206,10,67,30,27,71,4,1,8,6,0,6,2
702,40,2,0,1,1,0,1,47682.0,521,499,80,162,61,83,97,57,61,4,3,8,4,0,5,3
2004,46,0,0,1,1,0,1,72679.0,1168,284,65,619,54,260,127,54,54,4,7,5,1,0,1,3
4769,38,1,1,1,2,1,1,57954.0,493,11,52,456,4,24,0,0,9,8,2,6,7,1,7,2
4437,53,0,1,1,2,1,1,65316.0,260,431,65,112,6,92,3,9,38,3,2,5,2,0,4,2
8724,33,0,0,1,1,1,0,28567.0,46,377,57,11,3,22,2,2,6,2,0,3,2,0,6,1
10741,64,1,1,1,1,0,1,47352.0,319,444,70,172,12,112,8,0,15,6,1,5,4,0,7,2
1991,48,0,1,1,1,0,1,44931.0,96,162,0,78,0,11,0,0,7,2,1,3,1,0,5,2
6931,48,0,0,0,0,0,0,76982.0,1062,134,19,464,151,292,65,60,30,8,3,4,1,1,4,0
11096,63,2,1,1,1,0,1,57247.0,232,325,50,99,4,32,37,54,6,2,1,7,2,0,2,2
304,34,1,0,1,1,1,0,22944.0,76,188,67,19,3,19,4,5,26,3,0,3,3,0,7,1
3665,38,2,1,1,1,1,0,25315.0,54,234,46,1,9,8,11,3,22,3,0,3,3,0,8,1
10591,46,0,0,1,1,0,1,43638.0,201,692,37,63,10,83,7,19,19,4,1,4,2,0,7,2
5036,31,1,0,1,1,1,0,42710.0,406,578,38,252,3,42,4,3,102,4,5,3,2,0,6,1
5547,33,1,1,0,0,0,0,84169.0,1919,326,9,1478,19,403,0,19,0,7,6,6,1,2,3,0
7822,39,0,1,1,1,0,1,54058.0,662,390,56,198,18,252,32,108,54,4,6,8,2,0,3,3
8541,25,2,1,1,1,1,0,24683.0,41,113,98,8,4,10,6,7,6,2,0,4,2,0,5,1
10955,51,0,0,0,0,0,0,85620.0,1600,173,68,416,46,925,60,107,46,3,6,4,1,0,1,0
4368,35,0,1,1,1,1,0,47850.0,134,208,72,42,7,43,20,12,10,3,0,4,1,0,6,1
9671,47,0,1,1,2,1,1,19514.0,69,154,47,14,3,21,2,1,28,3,1,2,4,1,8,2
2256,42,1,1,1,2,1,1,27159.0,21,92,33,17,0,3,0,0,1,1,0,3,2,0,6,2
4279,52,2,0,1,2,1,1,39548.0,54,90,87,15,4,10,3,4,18,1,1,3,2,0,3,2
5371,26,0,0,1,1,1,0,21474.0,91,82,0,6,16,24,11,0,34,3,1,2,2,1,7,1
9240,44,1,0,1,1,0,1,60504.0,526,142,73,458,0,24,6,4,34,6,2,8,2,0,6,2
9460,52,0,1,0,0,0,0,22419.0,162,437,74,30,3,47,19,21,42,3,2,2,1,0,8,1
9504,66,1,1,0,0,0,0,81698.0,1008,235,4,179,28,520,111,123,47,3,8,13,1,0,1,0
8692,63,0,1,1,2,1,1,43462.0,240,655,50,90,17,97,15,6,15,4,1,5,6,0,8,2
448,37,1,0,1,1,1,0,54880.0,795,485,57,308,85,137,102,45,118,6,2,11,2,0,5,3
8314,33,0,1,0,0,0,0,79908.0,1772,450,30,557,129,761,29,185,111,5,6,7,1,1,2,0
8420,45,2,1,0,0,0,0,15315.0,64,330,27,7,4,13,15,8,17,2,0,4,2,0,5,1
3174,56,0,1,1,1,0,1,87771.0,1957,403,61,1492,38,287,50,57,33,5,10,4,1,4,6,3
7685,37,0,1,1,1,1,0,33039.0,78,293,4,30,8,12,8,8,12,2,0,4,1,0,5,1
3179,35,0,0,0,0,0,0,81741.0,1572,378,75,249,153,940,58,134,38,6,6,7,0,0,2,0
9780,44,1,1,1,1,0,1,71499.0,795,369,12,465,25,132,136,0,37,8,3,13,2,0,4,3
10681,45,2,1,1,1,0,1,62466.0,889,165,13,129,129,259,168,121,83,6,3,12,5,0,4,3
10232,52,1,0,1,1,0,1,48799.0,331,236,9,174,18,81,28,6,24,3,2,7,3,0,3,2
4184,65,1,1,1,1,0,1,52157.0,265,22,48,189,2,29,3,2,40,3,2,5,2,0,4,2
9120,53,0,0,1,1,0,1,66565.0,1065,571,80,747,10,161,65,40,42,4,2,9,4,0,8,3
891,64,1,1,1,2,1,1,29298.0,11,295,60,6,0,2,2,0,1,1,0,2,1,0,5,2
10381,36,0,0,1,1,0,1,47691.0,21,359,43,14,0,3,0,0,4,1,0,2,1,0,6,2
3525,45,0,1,1,2,1,1,38200.0,17,569,19,12,0,4,0,0,1,1,0,2,1,0,7,2
6818,41,0,1,1,1,0,1,44989.0,369,655,26,98,0,106,49,10,106,5,1,5,5,0,6,3
3526,47,1,1,1,2,1,1,38443.0,38,153,58,32,0,5,0,0,1,1,0,3,2,0,7,2
8181,37,2,0,1,1,1,0,38593.0,177,289,42,51,12,49,17,24,24,4,1,3,3,0,8,1
1029,45,1,1,1,1,0,1,64413.0,279,332,27,200,5,44,0,10,20,5,1,5,1,0,5,2
7369,34,1,1,1,1,1,0,36959.0,62,270,56,25,6,25,6,0,0,2,0,3,2,0,8,1
2574,38,1,1,1,1,0,1,61996.0,1230,514,27,1050,12,144,0,0,24,6,4,8,3,3,5,3
8159,47,0,1,1,2,1,1,51287.0,182,89,10,117,0,22,13,0,30,4,1,3,3,0,7,2
1160,45,0,1,1,2,1,1,13260.0,49,310,48,9,4,17,10,2,7,3,0,3,4,0,8,2
10242,49,1,1,1,2,1,1,47472.0,75,286,39,56,0,11,0,0,8,2,0,4,2,0,5,2
5253,59,1,1,1,2,1,1,54603.0,227,355,85,145,13,46,17,2,4,4,2,4,6,0,7,2
5966,41,1,1,1,2,1,1,45207.0,215,596,64,203,0,10,0,0,2,3,1,6,5,1,6,2
5314,64,0,1,1,1,0,1,40689.0,444,468,69,270,3,27,39,6,99,7,1,5,7,0,8,3
5081,48,2,1,1,2,1,1,47821.0,47,252,54,9,0,16,6,6,10,1,0,3,1,0,8,2
5123,64,1,1,0,0,0,0,27450.0,143,440,57,37,12,23,8,11,52,2,1,3,1,0,7,1
5756,32,0,1,1,1,1,0,39453.0,55,87,64,46,0,7,0,0,2,2,0,3,2,0,6,1
8036,44,2,1,1,2,1,1,26850.0,63,72,10,31,1,13,7,2,9,2,1,4,4,0,4,2
9058,60,0,0,0,0,0,0,79800.0,1867,644,65,1060,21,530,32,0,224,5,11,5,1,3,3,0
5057,54,1,1,1,1,0,1,61794.0,611,288,74,264,47,188,54,47,11,4,4,10,2,0,2,3
254,60,0,1,1,1,0,1,53863.0,473,43,4,399,4,30,6,4,30,7,1,7,3,1,7,2
4179,56,0,1,0,0,0,0,24221.0,55,313,94,8,9,9,2,5,22,1,1,3,1,0,4,1
3710,31,1,0,1,1,1,0,39684.0,81,625,41,19,0,35,6,4,17,2,1,2,2,0,7,1
7627,40,1,1,0,0,0,0,92163.0,2086,564,25,817,183,797,106,163,20,5,11,5,0,2,2,0
4501,50,1,0,0,0,0,0,69882.0,1478,231,94,292,127,635,132,127,165,3,7,9,1,0,1,0
6424,38,0,1,1,1,1,0,33178.0,49,150,9,12,6,2,11,2,16,1,0,3,1,0,4,1
3075,43,1,1,0,0,0,0,59973.0,382,291,47,130,30,168,20,34,0,3,4,7,1,0,1,0
4992,40,1,1,1,1,1,0,17459.0,69,283,12,6,4,16,3,10,30,3,1,2,3,0,7,1
5252,46,0,0,1,1,1,0,23910.0,67,611,80,16,12,18,7,1,13,2,0,3,1,0,7,1
7444,46,1,1,1,2,1,1,42169.0,30,253,20,19,0,9,0,0,2,1,0,3,2,0,8,2
6919,37,2,1,1,1,1,0,26224.0,63,390,39,4,7,15,13,9,15,2,1,3,3,0,6,1
3537,34,0,1,1,1,1,0,31089.0,79,681,57,31,3,31,2,8,4,3,0,4,3,0,8,1
10277,54,0,0,1,1,0,1,30081.0,42,493,27,36,0,2,0,0,4,1,0,3,1,0,7,2
2453,55,0,1,1,1,0,1,62807.0,819,667,83,526,28,135,10,21,99,5,3,12,3,0,5,3
7972,60,0,0,0,0,0,0,72906.0,1151,285,79,400,32,519,71,75,54,3,4,9,1,0,1,0
895,67,1,1,1,2,0,2,61467.0,594,567,69,410,16,114,0,5,49,5,2,10,3,0,5,3
1177,49,1,1,1,2,1,1,49618.0,129,519,77,80,3,26,4,2,14,3,1,3,4,0,7,2
7141,29,1,0,1,1,1,0,21888.0,213,547,15,88,10,46,2,3,64,5,1,2,4,0,10,1
7232,42,0,0,1,1,0,1,42429.0,67,138,99,55,0,6,2,0,4,1,1,3,2,0,5,2
8477,59,0,0,1,3,2,1,26150.0,28,475,61,5,1,13,3,5,1,1,0,3,1,0,7,2
2457,40,2,1,1,1,0,1,30801.0,45,611,23,8,4,5,15,2,11,1,0,3,2,0,7,1
988,50,0,1,0,0,0,0,81168.0,1193,53,84,410,0,592,147,22,22,6,4,7,1,1,3,0
7930,46,1,0,0,0,0,0,26877.0,268,314,74,101,13,76,20,18,40,3,1,6,2,0,6,1
4587,71,1,0,0,0,0,0,45006.0,266,346,90,162,25,53,16,0,10,3,1,7,1,0,3,1
6682,42,2,1,1,1,1,0,18978.0,37,565,41,2,8,1,4,7,15,1,0,3,1,0,8,1
6222,48,0,1,1,3,2,1,22574.0,37,244,28,25,0,8,2,0,2,2,0,3,2,0,7,2
10299,46,1,0,0,0,0,0,48240.0,882,597,73,389,91,248,64,49,41,6,3,13,3,0,5,0
3083,41,0,1,1,2,1,1,45837.0,373,338,88,215,13,87,17,17,24,6,2,5,5,0,7,2
8953,50,1,0,1,3,2,1,35791.0,35,419,94,27,0,5,0,0,3,1,0,3,2,0,8,2
1503,39,1,1,1,2,1,1,162397.0,107,391,31,85,1,16,2,1,2,0,0,1,0,0,1,2
8650,37,0,0,1,2,1,1,54162.0,42,468,31,5,6,10,6,5,10,1,0,3,1,0,4,2
10862,55,1,1,1,1,0,1,30522.0,326,681,6,179,8,83,19,11,26,1,2,9,5,0,2,2
2782,54,1,1,1,1,0,1,54456.0,404,353,23,352,0,27,10,0,15,6,1,7,3,0,6,2
6941,44,0,0,0,0,0,0,31632.0,95,350,92,17,8,12,11,15,32,2,1,2,1,0,7,1
10972,66,0,0,0,0,0,0,72298.0,939,111,52,625,35,169,58,17,35,4,3,6,1,2,1,0
10708,37,2,0,1,1,1,0,36975.0,33,183,50,10,6,11,0,4,2,1,0,3,1,0,7,1
6583,60,2,1,0,0,0,0,72635.0,981,391,54,390,22,323,104,35,107,6,8,6,1,1,3,0
3641,39,0,1,1,1,1,0,13624.0,36,525,93,10,2,15,2,1,6,2,0,3,2,0,6,1
10156,40,0,0,1,1,0,1,84196.0,1237,391,56,215,63,507,231,31,190,8,4,7,1,0,3,0
4299,55,0,1,1,1,0,1,70971.0,1825,646,28,1001,17,572,93,125,17,11,11,5,7,0,7,3
3469,38,1,0,1,2,1,1,34487.0,103,661,94,19,18,33,24,1,8,3,0,3,3,0,9,2
5063,38,0,0,1,1,1,0,28769.0,191,558,76,41,5,129,10,3,3,4,1,4,3,0,9,1
10727,45,1,1,1,1,1,0,69084.0,1586,222,43,1181,107,199,39,30,30,7,3,13,2,0,8,3
9624,57,1,1,0,0,0,0,65488.0,963,16,46,603,45,207,36,18,54,3,4,6,1,0,1,0
5156,45,2,1,1,1,0,1,62466.0,889,165,13,129,129,259,168,121,83,6,3,12,5,0,4,3
4376,55,2,0,0,0,0,0,32218.0,93,134,27,10,24,15,13,1,30,2,1,3,1,1,7,1
8923,42,0,0,0,0,0,0,83917.0,1587,437,12,514,22,732,42,198,79,6,7,7,1,0,3,0
8461,53,0,0,1,3,2,1,46102.0,16,111,3,14,0,1,0,0,1,1,0,2,1,0,7,2
6945,63,0,0,0,0,0,0,84574.0,1375,390,72,387,20,713,38,54,163,9,11,11,1,0,5,0
944,53,0,1,1,1,0,1,56181.0,393,537,6,121,103,69,8,44,48,4,2,7,1,0,4,3
1907,65,1,0,1,1,0,1,63120.0,1477,639,53,965,69,279,54,41,69,8,4,9,5,0,7,3
701,44,0,1,1,1,0,1,73691.0,1179,235,58,707,21,250,85,43,73,6,2,8,2,1,2,3
3856,55,0,1,1,1,0,1,63381.0,1005,632,78,571,50,142,33,50,159,4,5,13,4,0,2,3
4149,67,1,1,0,0,0,0,76140.0,1348,47,57,586,66,653,17,0,26,5,9,6,1,0,2,0
2131,56,1,0,1,1,0,1,62859.0,1307,546,37,1063,89,102,16,12,25,9,4,6,4,0,6,3
2942,51,0,0,1,1,0,1,45906.0,486,418,20,305,3,27,4,3,144,5,4,4,2,1,5,3
1173,68,1,1,0,0,0,0,77632.0,2252,476,73,1200,105,758,0,42,147,4,2,6,1,2,2,0
4381,44,1,1,1,2,1,1,46463.0,235,315,56,163,2,40,8,11,11,3,1,6,7,0,6,2
4611,45,0,1,0,0,0,0,105471.0,1724,524,36,1009,181,104,202,21,207,9,8,13,0,2,3,0
3376,45,1,0,1,1,1,0,55282.0,235,198,9,125,6,73,8,4,19,3,1,6,1,0,4,1
4679,38,1,1,1,1,0,1,78710.0,1092,37,42,721,0,152,119,50,50,7,6,12,3,0,4,3
10928,57,0,1,1,1,0,1,66886.0,599,286,28,315,4,62,41,31,146,7,1,7,2,0,5,3
4248,55,1,0,0,0,0,0,98777.0,2008,132,23,1000,19,711,125,115,38,4,6,9,0,1,1,0
6728,30,0,1,1,1,1,0,29103.0,48,671,38,16,0,17,6,3,6,1,0,3,2,0,9,1
6661,41,0,1,1,1,0,1,67445.0,1174,686,63,757,80,217,29,80,11,9,6,12,5,0,6,3
4725,65,1,1,1,1,0,1,50616.0,67,77,71,30,2,25,0,1,9,1,1,4,1,0,2,2
3277,60,0,0,1,1,0,1,49431.0,365,695,9,219,3,100,26,0,17,7,1,5,2,0,8,2
5555,40,0,0,0,0,0,0,153924.0,6,142,81,1,1,1,1,1,1,0,0,0,0,0,0,1
2564,62,0,1,1,1,0,1,61278.0,165,176,87,111,3,28,2,6,15,3,1,4,2,0,6,2
946,57,2,1,0,0,0,0,26490.0,210,645,92,45,47,52,21,20,25,3,1,5,2,0,6,1
3867,68,1,1,1,1,0,1,73059.0,1095,302,36,410,112,420,0,82,71,9,3,13,1,0,4,3
6940,49,1,0,1,3,1,2,46734.0,223,251,86,100,1,39,6,1,76,3,2,3,4,1,6,2
55,52,0,1,1,1,0,1,56253.0,597,569,83,509,0,65,7,11,5,7,2,9,4,0,6,3
7093,30,0,1,1,1,1,0,19986.0,22,227,74,3,6,5,0,2,6,0,0,3,1,0,7,1
5084,40,0,0,1,1,0,1,58330.0,1064,186,87,445,53,213,104,98,151,6,4,13,1,0,4,3
1777,35,2,1,0,0,0,0,25965.0,74,660,29,2,2,11,41,7,11,2,0,3,1,0,8,1
8162,59,1,1,0,0,0,0,14661.0,26,544,88,4,1,11,6,2,2,1,0,3,1,0,6,1
10826,56,0,1,0,0,0,0,18690.0,60,548,77,6,1,7,23,4,19,1,1,2,1,0,8,1
8754,41,1,1,1,1,0,1,45068.0,20,409,25,14,0,3,0,0,3,1,0,2,1,0,7,2
1987,28,2,0,1,1,1,0,21063.0,59,277,34,1,10,11,19,3,15,2,0,3,2,0,6,1
11007,47,1,1,1,1,1,0,29187.0,34,416,43,26,0,6,0,0,2,1,0,3,1,0,8,1
7426,44,2,1,1,2,1,1,54690.0,198,234,76,111,16,37,7,9,18,3,1,5,3,0,3,2
9153,51,1,1,1,1,0,1,59304.0,1048,335,81,418,61,428,80,51,10,7,8,10,3,0,5,3
10379,53,1,0,1,2,0,2,59247.0,574,233,87,327,9,122,19,14,83,5,2,9,5,0,6,3
9204,45,0,0,1,1,0,1,66731.0,1029,655,33,371,159,194,58,106,141,4,3,6,4,0,3,3
3197,35,0,1,1,1,0,1,77353.0,670,195,38,275,59,107,69,101,59,6,4,8,2,0,4,3
2920,40,1,0,1,1,0,1,52614.0,990,575,63,789,0,142,12,9,38,2,4,8,2,0,8,3
6961,41,0,1,1,2,2,0,26751.0,11,38,26,1,1,5,0,3,1,1,0,2,1,0,8,1
4673,52,1,1,1,1,0,1,81300.0,1241,607,17,1004,12,145,32,12,36,10,3,5,3,1,5,3
9937,36,0,0,0,0,0,0,70337.0,576,178,75,187,81,149,25,43,91,2,2,12,1,0,1,0
8779,30,2,1,1,1,1,0,36145.0,172,378,13,56,4,76,17,1,18,4,1,3,4,1,9,1
9596,35,1,0,0,0,0,0,65295.0,664,188,19,365,32,117,34,110,6,3,3,13,1,0,2,0
2891,52,0,0,1,1,0,1,68118.0,928,254,51,595,23,123,10,23,154,8,9,4,2,0,6,3
4910,48,0,0,0,0,0,0,68743.0,2074,668,81,1132,134,384,175,134,115,11,5,13,1,0,7,0
75,33,2,1,0,0,0,0,41039.0,467,339,32,34,11,137,179,61,45,8,1,5,1,0,8,1
10120,60,0,1,1,1,0,1,38946.0,257,248,84,116,6,82,6,6,41,3,1,6,2,0,5,2
6327,48,0,1,0,0,0,0,65777.0,1146,192,87,565,32,435,28,32,54,2,8,6,1,0,1,0
10142,39,1,0,1,1,0,1,66476.0,689,479,99,372,18,126,47,48,78,5,2,11,2,0,4,3
9826,43,1,0,0,0,0,0,86857.0,2114,655,96,899,102,838,133,102,40,5,6,10,1,0,2,0
1501,33,1,1,0,0,0,0,160803.0,1717,694,21,55,16,1622,17,3,4,0,28,1,15,0,0,0
10767,26,1,1,0,0,0,0,77845.0,1346,44,40,760,40,480,0,40,26,3,5,12,1,2,1,0
7279,46,1,1,0,0,0,0,69476.0,1044,272,3,260,86,559,63,9,67,4,6,4,1,0,2,0
7230,55,1,0,1,1,0,1,50611.0,493,633,98,459,0,24,6,0,4,4,5,7,6,1,6,3
143,45,0,0,0,0,0,0,61209.0,957,308,73,466,0,224,119,49,99,5,3,4,1,0,2,0
450,57,1,1,1,1,0,1,42315.0,270,352,90,67,15,80,17,11,80,1,4,4,3,0,3,2
9316,63,2,1,0,0,0,0,13084.0,29,239,29,2,0,7,3,7,10,1,0,3,1,0,6,1
6379,66,1,0,1,2,1,1,47570.0,121,396,3,67,1,20,0,2,31,2,2,2,3,0,7,2
9239,54,1,1,1,2,0,2,61923.0,126,338,94,92,4,18,3,3,6,2,1,4,1,0,3,2
8315,20,0,0,0,0,0,0,34824.0,23,95,65,4,2,11,2,0,4,1,0,2,1,0,6,1
2868,66,1,0,1,2,1,1,26518.0,57,447,33,20,1,28,3,3,2,2,0,3,3,0,8,2
10888,54,0,0,0,0,0,0,45938.0,636,238,46,273,11,178,62,83,29,8,4,6,2,0,6,0
1277,55,0,1,0,0,0,0,78468.0,1004,81,29,434,22,388,104,22,34,10,7,10,1,1,4,0
9977,42,0,0,1,1,0,1,78901.0,734,285,99,321,11,309,33,26,34,9,3,5,3,0,4,3
10196,37,0,1,1,2,2,0,71427.0,614,109,26,212,123,177,15,64,23,8,2,8,2,0,4,3
6384,37,0,0,1,1,0,1,71022.0,1453,138,30,909,12,278,0,12,242,5,2,11,3,1,8,3
8029,27,1,0,0,0,0,0,90247.0,1621,61,27,1184,32,352,21,16,16,3,4,7,1,3,1,0
968,47,1,0,1,1,1,0,41335.0,187,185,24,112,19,21,16,14,5,4,1,4,3,0,7,1
6988,29,0,1,1,1,1,0,71952.0,1443,535,93,656,80,455,52,107,93,8,4,8,2,2,4,0
4472,45,1,0,1,1,1,0,35682.0,57,2,34,23,0,8,6,2,18,1,1,3,1,0,2,1
6991,64,0,0,1,1,0,1,43185.0,637,445,88,537,6,42,16,6,30,9,3,6,2,0,8,3
3336,67,1,1,1,1,0,1,66375.0,948,220,96,712,0,45,0,0,191,2,4,5,3,1,7,3
4301,44,1,1,1,1,1,0,35178.0,59,535,10,23,1,13,2,2,18,1,1,2,1,1,7,1
1940,29,0,1,1,1,1,0,25252.0,18,352,26,1,3,4,2,2,6,1,0,2,1,0,8,1
1272,50,1,0,1,1,0,1,55250.0,903,616,49,664,58,83,32,0,66,7,5,10,4,0,5,3
1388,40,0,0,1,1,1,0,33249.0,112,494,11,6,10,21,19,14,42,2,1,3,2,0,6,1
1044,62,0,1,0,0,0,0,58398.0,596,411,44,299,5,201,21,21,49,5,4,8,3,0,4,3
6969,33,0,1,1,1,1,0,50272.0,233,326,75,99,13,66,43,8,4,4,1,5,3,0,7,1
10479,40,1,1,0,0,0,0,76618.0,1511,569,64,749,40,294,121,160,147,3,2,5,1,0,1,0
3619,55,2,0,0,0,0,0,87305.0,1152,644,19,345,25,501,63,138,80,5,3,8,1,1,2,0
1715,37,0,1,1,1,1,0,25851.0,48,503,45,9,4,18,7,5,5,2,0,3,2,0,7,1
10159,45,0,0,1,1,0,1,58710.0,1185,455,77,440,81,368,0,122,174,11,5,9,6,0,6,3
1463,57,0,0,1,2,1,1,45160.0,21,92,9,8,2,5,3,0,3,1,0,2,1,0,7,2
5114,50,1,1,1,1,0,1,74806.0,965,557,1,670,9,249,0,28,9,5,4,5,2,0,4,3
4990,61,0,1,0,0,0,0,59111.0,869,423,90,524,0,134,28,28,155,11,1,8,1,0,7,3
4329,31,1,1,1,1,1,0,18988.0,16,37,43,6,0,6,2,1,1,1,0,3,2,0,7,1
10936,50,0,1,0,0,0,0,72190.0,1947,501,79,597,166,597,172,166,249,5,6,4,1,0,3,0
4692,39,0,1,1,1,1,0,7500.0,71,697,19,7,0,12,13,7,32,4,1,2,5,1,9,1
7212,49,0,1,1,1,0,1,44794.0,65,21,99,54,0,7,0,0,4,2,0,3,1,0,6,2
6086,60,0,1,0,0,0,0,80395.0,1380,218,62,445,25,706,80,76,48,6,5,12,1,1,2,0
437,39,1,0,0,0,0,0,75012.0,1027,155,41,294,142,218,164,58,151,3,8,11,1,0,1,0
11171,50,1,1,1,3,2,1,56962.0,411,261,60,292,3,77,10,3,26,6,3,5,7,0,7,2
11101,24,0,1,0,0,0,0,89891.0,836,440,17,412,22,132,59,28,183,11,6,8,1,1,4,0
5329,66,1,0,1,2,1,1,35946.0,11,275,24,8,0,3,0,0,0,0,0,3,1,0,5,2
610,62,1,1,1,2,1,1,53593.0,480,691,60,349,4,78,6,0,43,7,2,6,8,0,8,3
9384,37,0,1,1,2,1,1,66373.0,606,382,57,328,9,124,12,24,109,4,2,10,7,0,3,3
5956,67,1,0,1,3,1,2,45072.0,284,256,74,144,2,99,7,2,30,6,1,4,5,0,8,2
10430,42,0,0,1,2,1,1,89694.0,1472,263,22,1126,28,211,37,28,42,4,3,4,3,3,5,3
7875,66,0,1,0,0,0,0,72025.0,1677,61,46,967,0,617,43,50,0,4,8,13,1,3,2,0
7072,42,0,1,1,1,0,1,67432.0,1335,457,69,432,79,341,177,136,170,8,5,4,2,0,4,3
6255,63,1,1,1,1,0,1,70545.0,334,26,29,138,39,63,55,18,21,4,1,7,1,0,2,2
6516,26,2,1,1,1,1,0,17487.0,18,468,37,0,0,1,7,4,6,1,0,2,1,0,7,1
5564,46,0,1,1,1,0,1,62882.0,1338,689,26,509,133,497,78,24,97,7,5,6,2,0,4,3
5682,62,1,0,1,1,0,1,64108.0,1099,463,8,948,10,86,13,21,21,6,9,11,4,0,5,3
7458,59,1,1,1,2,1,1,34941.0,97,480,26,39,2,25,4,3,24,3,0,3,2,0,8,2
5237,65,1,0,1,3,1,2,48767.0,63,179,79,28,1,21,3,0,10,2,1,3,3,0,5,2
7761,37,2,1,1,1,1,0,38702.0,109,332,71,13,11,24,13,8,40,3,0,4,2,0,6,1
5278,51,0,1,0,0,0,0,82224.0,902,155,83,307,26,360,138,31,40,6,9,5,1,1,3,0
3560,63,0,1,0,0,0,0,83844.0,1574,413,57,901,31,345,75,31,191,4,4,11,1,1,1,0
7235,40,2,1,1,1,1,0,17003.0,38,202,37,2,5,12,4,8,7,2,0,4,3,0,5,1
10548,20,0,0,0,0,0,0,71163.0,960,112,30,283,17,372,138,106,44,3,8,12,1,0,1,0
2281,45,0,0,1,1,1,0,33697.0,28,287,34,4,3,7,0,3,11,1,0,2,1,1,7,1
4073,61,2,1,0,0,0,0,63564.0,1215,151,0,769,80,252,15,34,65,10,10,7,1,1,6,0
6974,43,1,1,0,0,0,0,83443.0,1497,180,89,518,42,742,55,56,84,6,10,5,1,0,2,0
7938,57,1,1,1,1,0,1,51518.0,449,269,92,350,8,66,17,4,4,3,2,10,2,0,3,2
7094,40,0,0,1,1,0,1,58330.0,1064,186,87,445,53,213,104,98,151,6,4,13,1,0,4,3
3667,46,0,1,0,0,0,0,80952.0,1757,486,20,778,178,689,41,27,44,8,5,11,1,3,8,0
7723,36,0,1,0,0,0,0,75507.0,1440,58,56,709,93,374,104,80,80,8,6,6,1,0,3,0
3870,37,2,1,0,0,0,0,63855.0,1006,505,28,359,35,314,93,116,89,7,3,13,1,0,4,0
4012,43,1,1,1,1,0,1,62220.0,1226,687,55,799,12,375,16,12,12,7,6,5,5,0,6,3
5909,51,0,1,1,1,0,1,58512.0,1171,283,25,895,10,101,13,0,152,3,4,8,5,0,8,3
10470,36,1,1,1,1,1,0,40662.0,92,471,0,40,2,23,0,4,23,2,1,3,2,0,4,1
6488,56,1,1,1,1,0,1,38829.0,99,84,86,76,0,7,0,0,16,3,2,2,1,0,5,2
10270,34,2,1,1,1,1,0,35523.0,66,269,8,11,5,22,12,5,11,3,0,3,2,0,7,1
6887,48,0,0,1,2,1,1,79146.0,564,66,33,245,16,223,21,43,16,8,1,8,2,0,6,2
6406,27,1,1,0,0,0,0,78285.0,1427,244,13,647,107,391,175,67,40,6,4,10,1,0,3,0
7573,37,1,0,1,1,1,0,31626.0,86,415,12,39,1,9,2,1,34,2,1,2,1,1,7,1
4508,63,0,0,0,0,0,0,75127.0,833,38,92,203,35,305,46,17,227,2,11,5,1,0,1,0
221,60,0,1,1,1,0,1,48726.0,242,428,90,138,3,38,4,0,59,3,2,4,3,0,6,2
5331,38,0,1,0,0,0,0,74985.0,1869,656,8,587,51,898,247,0,86,3,6,7,1,0,2,0
1911,28,0,1,0,0,0,0,67430.0,1364,662,6,595,97,291,127,133,121,11,5,12,1,0,6,0
20,50,2,1,1,1,0,1,46891.0,183,301,91,43,12,23,29,15,61,2,1,4,1,0,4,2
8786,59,1,1,1,1,0,1,62058.0,450,399,52,301,7,74,10,0,58,6,1,7,4,0,6,3
10582,36,0,1,1,1,0,1,72063.0,758,361,3,180,32,348,76,32,90,5,2,12,2,0,2,3
1915,64,1,1,0,0,0,0,78939.0,1507,199,57,794,115,243,150,0,205,8,5,6,1,0,3,0
8897,50,0,0,1,2,1,1,42720.0,654,431,9,392,5,91,28,26,112,7,3,7,8,0,8,3
2371,43,0,1,1,2,1,1,33622.0,81,442,22,39,1,22,3,4,12,2,0,4,3,0,7,2
4303,58,1,1,1,1,0,1,6835.0,137,568,76,107,2,12,2,2,12,0,0,1,0,0,20,1
6825,62,0,1,1,2,1,1,41452.0,16,480,86,13,0,3,0,0,0,1,0,2,1,0,7,2
1072,50,1,0,1,1,0,1,40760.0,93,303,64,70,0,17,0,0,6,2,1,3,2,0,6,2
4964,57,1,1,0,0,0,0,74250.0,1158,154,90,680,11,392,75,0,0,2,11,4,1,0,1,0
2461,60,1,0,1,2,1,1,51124.0,43,193,79,26,1,11,0,1,4,1,0,3,2,0,3,2
